date,hour,Frequency,type,helpLevel
2022/4/18,12,2,disease,critical
2022/4/18,12,3,serious,critical
2022/4/18,12,14,disease,acute
2022/4/18,12,3,other,urgent
2022/4/18,12,2,pregnant,urgent
2022/4/18,12,2,disease,urgent
2022/4/18,13,1,other,critical
2022/4/18,13,2,goods,critical
2022/4/18,13,1,disease,critical
2022/4/18,13,8,serious,critical
2022/4/18,13,2,pregnant,acute
2022/4/18,13,15,disease,acute
2022/4/18,13,1,other,urgent
2022/4/18,13,1,goods,urgent
2022/4/18,14,1,other,critical
2022/4/18,14,4,goods,critical
2022/4/18,14,2,disease,critical
2022/4/18,14,7,serious,critical
2022/4/18,14,2,other,acute
2022/4/18,14,9,disease,acute
2022/4/18,14,5,other,urgent
2022/4/18,14,2,goods,urgent
2022/4/18,15,1,other,critical
2022/4/18,15,3,goods,critical
2022/4/18,15,2,disease,critical
2022/4/18,15,7,serious,critical
2022/4/18,15,1,other,acute
2022/4/18,15,6,disease,acute
2022/4/18,15,1,serious,acute
2022/4/18,15,3,other,urgent
2022/4/18,15,1,disease,urgent
2022/4/18,16,1,other,critical
2022/4/18,16,2,disease,critical
2022/4/18,16,9,serious,critical
2022/4/18,16,1,other,acute
2022/4/18,16,10,disease,acute
2022/4/18,16,1,serious,acute
2022/4/18,16,6,other,urgent
2022/4/18,16,1,goods,urgent
2022/4/18,17,1,goods,critical
2022/4/18,17,2,disease,critical
2022/4/18,17,6,serious,critical
2022/4/18,17,1,goods,acute
2022/4/18,17,3,disease,acute
2022/4/18,17,1,other,urgent
2022/4/18,18,1,goods,critical
2022/4/18,18,6,serious,critical
2022/4/18,18,6,disease,acute
2022/4/18,18,3,other,urgent
2022/4/18,18,1,goods,urgent
2022/4/18,19,2,goods,critical
2022/4/18,19,1,disease,critical
2022/4/18,19,7,serious,critical
2022/4/18,19,1,goods,acute
2022/4/18,19,3,disease,acute
2022/4/18,19,2,other,urgent
2022/4/18,19,1,goods,urgent
2022/4/18,19,1,disease,urgent
2022/4/18,20,1,other,critical
2022/4/18,20,2,disease,critical
2022/4/18,20,6,serious,critical
2022/4/18,20,3,goods,acute
2022/4/18,20,6,disease,acute
2022/4/18,20,1,other,urgent
2022/4/18,20,3,goods,urgent
2022/4/18,21,1,goods,critical
2022/4/18,21,4,serious,critical
2022/4/18,21,1,other,acute
2022/4/18,21,9,disease,acute
2022/4/18,21,5,other,urgent
2022/4/18,21,3,goods,urgent
2022/4/18,22,1,other,critical
2022/4/18,22,9,serious,critical
2022/4/18,22,1,other,acute
2022/4/18,22,1,goods,acute
2022/4/18,22,10,disease,acute
2022/4/18,22,1,other,urgent
2022/4/18,22,1,goods,urgent
2022/4/18,23,2,serious,critical
2022/4/18,23,1,goods,acute
2022/4/18,23,2,disease,acute
2022/4/18,23,1,other,urgent
2022/4/18,23,1,pregnant,urgent
2022/4/19,24,1,goods,critical
2022/4/19,24,1,disease,critical
2022/4/19,24,2,serious,critical
2022/4/19,24,1,goods,urgent
2022/4/19,1,1,disease,critical
2022/4/19,2,1,pregnant,urgent
2022/4/19,3,1,serious,critical
2022/4/19,3,1,disease,acute
2022/4/19,4,1,pregnant,urgent
2022/4/19,5,1,serious,critical
2022/4/19,5,1,disease,acute
2022/4/19,6,1,disease,acute
2022/4/19,6,1,goods,urgent
2022/4/19,7,1,disease,critical
2022/4/19,7,1,serious,critical
2022/4/19,7,3,disease,acute
2022/4/19,7,1,other,urgent
2022/4/19,8,2,disease,critical
2022/4/19,8,5,serious,critical
2022/4/19,8,5,disease,acute
2022/4/19,8,1,other,urgent
2022/4/19,8,1,goods,urgent
2022/4/19,9,1,other,critical
2022/4/19,9,1,goods,critical
2022/4/19,9,1,disease,critical
2022/4/19,9,3,serious,critical
2022/4/19,9,2,disease,acute
2022/4/19,9,3,other,urgent
2022/4/19,9,1,pregnant,urgent
2022/4/19,10,2,other,critical
2022/4/19,10,2,goods,critical
2022/4/19,10,4,serious,critical
2022/4/19,10,1,goods,acute
2022/4/19,10,8,disease,acute
2022/4/19,10,9,other,urgent
2022/4/19,10,2,goods,urgent
2022/4/19,10,1,disease,urgent
2022/4/19,11,1,goods,critical
2022/4/19,11,3,disease,critical
2022/4/19,11,4,serious,critical
2022/4/19,11,1,other,acute
2022/4/19,11,9,disease,acute
2022/4/19,11,1,pregnant,urgent
2022/4/19,11,1,goods,urgent
2022/4/19,12,3,goods,critical
2022/4/19,12,1,serious,critical
2022/4/19,12,3,disease,acute
2022/4/19,12,1,other,urgent
2022/4/19,13,1,goods,critical
2022/4/19,13,2,disease,critical
2022/4/19,13,5,serious,critical
2022/4/19,13,1,pregnant,acute
2022/4/19,13,6,disease,acute
2022/4/19,13,1,serious,acute
2022/4/19,14,1,goods,critical
2022/4/19,14,1,disease,critical
2022/4/19,14,4,serious,critical
2022/4/19,14,7,disease,acute
2022/4/19,14,1,serious,acute
2022/4/19,14,1,other,urgent
2022/4/19,14,1,pregnant,urgent
2022/4/19,14,1,goods,urgent
2022/4/19,15,1,disease,critical
2022/4/19,15,5,serious,critical
2022/4/19,15,1,pregnant,acute
2022/4/19,15,8,disease,acute
2022/4/19,15,1,serious,acute
2022/4/19,15,4,other,urgent
2022/4/19,15,1,goods,urgent
2022/4/19,15,1,disease,urgent
2022/4/19,16,1,other,critical
2022/4/19,16,1,goods,critical
2022/4/19,16,1,disease,critical
2022/4/19,16,6,serious,critical
2022/4/19,16,1,goods,acute
2022/4/19,16,8,disease,acute
2022/4/19,16,1,other,urgent
2022/4/19,16,1,disease,urgent
2022/4/19,17,1,other,critical
2022/4/19,17,4,goods,critical
2022/4/19,17,1,disease,critical
2022/4/19,17,3,serious,critical
2022/4/19,17,1,other,acute
2022/4/19,17,1,goods,acute
2022/4/19,17,6,disease,acute
2022/4/19,17,1,serious,acute
2022/4/19,17,1,other,urgent
2022/4/19,17,1,pregnant,urgent
2022/4/19,18,5,goods,critical
2022/4/19,18,2,serious,critical
2022/4/19,18,4,disease,acute
2022/4/19,18,1,other,urgent
2022/4/19,18,1,goods,urgent
2022/4/19,19,1,other,critical
2022/4/19,19,1,goods,critical
2022/4/19,19,1,disease,critical
2022/4/19,19,6,serious,critical
2022/4/19,19,1,other,acute
2022/4/19,19,8,disease,acute
2022/4/19,19,2,other,urgent
2022/4/19,19,2,goods,urgent
2022/4/19,20,2,other,critical
2022/4/19,20,8,serious,critical
2022/4/19,20,1,other,acute
2022/4/19,20,11,disease,acute
2022/4/19,20,1,other,urgent
2022/4/19,20,1,pregnant,urgent
2022/4/19,20,2,goods,urgent
2022/4/19,20,1,disease,urgent
2022/4/19,21,2,other,critical
2022/4/19,21,1,disease,critical
2022/4/19,21,5,serious,critical
2022/4/19,21,7,disease,acute
2022/4/19,21,3,other,urgent
2022/4/19,21,7,goods,urgent
2022/4/19,22,3,serious,critical
2022/4/19,22,1,other,acute
2022/4/19,22,5,disease,acute
2022/4/19,22,3,goods,urgent
2022/4/19,23,1,disease,critical
2022/4/19,23,2,serious,critical
2022/4/19,23,1,other,acute
2022/4/19,23,8,disease,acute
2022/4/19,23,3,goods,urgent
2022/4/20,24,2,goods,critical
2022/4/20,24,2,disease,critical
2022/4/20,24,3,serious,critical
2022/4/20,24,1,other,acute
2022/4/20,24,3,disease,acute
2022/4/20,24,1,serious,acute
2022/4/20,24,1,goods,urgent
2022/4/20,1,3,goods,critical
2022/4/20,1,3,serious,critical
2022/4/20,2,1,disease,critical
2022/4/20,2,2,disease,acute
2022/4/20,2,1,goods,urgent
2022/4/20,3,1,other,urgent
2022/4/20,4,1,other,urgent
2022/4/20,5,1,disease,acute
2022/4/20,5,1,goods,urgent
2022/4/20,6,2,serious,critical
2022/4/20,6,1,goods,urgent
2022/4/20,7,1,other,critical
2022/4/20,7,1,disease,critical
2022/4/20,7,1,serious,critical
2022/4/20,7,1,goods,urgent
2022/4/20,8,1,other,critical
2022/4/20,8,2,serious,critical
2022/4/20,8,1,goods,acute
2022/4/20,8,5,disease,acute
2022/4/20,9,1,disease,critical
2022/4/20,9,3,disease,acute
2022/4/20,10,1,goods,critical
2022/4/20,10,2,serious,critical
2022/4/20,10,1,other,acute
2022/4/20,10,10,disease,acute
2022/4/20,10,1,serious,acute
2022/4/20,10,1,other,urgent
2022/4/20,10,1,goods,urgent
2022/4/20,11,2,disease,critical
2022/4/20,11,1,serious,critical
2022/4/20,11,8,disease,acute
2022/4/20,11,2,other,urgent
2022/4/20,11,1,disease,urgent
2022/4/20,12,1,goods,critical
2022/4/20,12,3,serious,critical
2022/4/20,12,1,goods,acute
2022/4/20,12,4,disease,acute
2022/4/20,12,2,other,urgent
2022/4/20,12,1,pregnant,urgent
2022/4/20,12,2,disease,urgent
2022/4/20,13,2,serious,critical
2022/4/20,13,1,goods,acute
2022/4/20,13,2,disease,acute
2022/4/20,13,1,other,urgent
2022/4/20,13,1,goods,urgent
2022/4/20,14,3,other,critical
2022/4/20,14,1,goods,critical
2022/4/20,14,5,serious,critical
2022/4/20,14,1,goods,acute
2022/4/20,14,2,disease,acute
2022/4/20,14,2,other,urgent
2022/4/20,14,2,goods,urgent
2022/4/20,15,3,serious,critical
2022/4/20,15,1,other,acute
2022/4/20,15,1,goods,acute
2022/4/20,15,10,disease,acute
2022/4/20,15,2,other,urgent
2022/4/20,15,1,pregnant,urgent
2022/4/20,15,1,goods,urgent
2022/4/20,16,1,goods,critical
2022/4/20,16,4,serious,critical
2022/4/20,16,4,disease,acute
2022/4/20,16,1,serious,acute
2022/4/20,16,1,goods,urgent
2022/4/20,17,1,disease,critical
2022/4/20,17,1,serious,critical
2022/4/20,17,1,other,acute
2022/4/20,17,1,goods,acute
2022/4/20,17,4,disease,acute
2022/4/20,17,2,other,urgent
2022/4/20,17,1,goods,urgent
2022/4/20,18,2,other,critical
2022/4/20,18,3,serious,critical
2022/4/20,18,2,disease,acute
2022/4/20,18,1,other,urgent
2022/4/20,19,1,serious,critical
2022/4/20,19,1,goods,acute
2022/4/20,19,2,disease,acute
2022/4/20,19,1,serious,acute
2022/4/20,19,1,other,urgent
2022/4/20,20,1,other,critical
2022/4/20,20,5,serious,critical
2022/4/20,20,6,disease,acute
2022/4/20,20,1,serious,acute
2022/4/20,20,1,other,urgent
2022/4/20,21,1,serious,critical
2022/4/20,21,1,disease,acute
2022/4/20,21,2,disease,urgent
2022/4/20,22,1,goods,critical
2022/4/20,22,2,serious,critical
2022/4/20,22,2,disease,acute
2022/4/20,23,3,serious,critical
2022/4/20,23,2,disease,acute
2022/4/20,23,2,goods,urgent
2022/4/21,24,2,serious,critical
2022/4/21,24,2,disease,acute
2022/4/21,24,1,goods,urgent
2022/4/21,1,1,disease,acute
2022/4/21,2,1,disease,acute
2022/4/21,3,1,serious,critical
2022/4/21,5,1,other,urgent
2022/4/21,7,2,serious,critical
2022/4/21,7,1,disease,acute
2022/4/21,7,1,other,urgent
2022/4/21,7,1,goods,urgent
2022/4/21,8,1,other,critical
2022/4/21,8,1,serious,critical
2022/4/21,8,1,disease,acute
2022/4/21,9,1,goods,critical
2022/4/21,9,1,disease,critical
2022/4/21,9,3,serious,critical
2022/4/21,9,1,goods,acute
2022/4/21,9,4,disease,acute
2022/4/21,10,1,other,critical
2022/4/21,10,1,goods,critical
2022/4/21,10,3,serious,critical
2022/4/21,10,1,other,acute
2022/4/21,10,1,goods,acute
2022/4/21,10,8,disease,acute
2022/4/21,11,2,serious,critical
2022/4/21,11,7,disease,acute
2022/4/21,11,1,other,urgent
2022/4/21,11,1,goods,urgent
2022/4/21,12,5,serious,critical
2022/4/21,12,1,goods,acute
2022/4/21,12,2,disease,acute
2022/4/21,12,1,pregnant,urgent
2022/4/21,12,1,goods,urgent
2022/4/21,12,1,disease,urgent
2022/4/21,13,1,other,critical
2022/4/21,13,6,serious,critical
2022/4/21,13,5,disease,acute
2022/4/21,13,2,other,urgent
2022/4/21,13,1,goods,urgent
2022/4/21,14,4,serious,critical
2022/4/21,14,1,other,acute
2022/4/21,14,6,disease,acute
2022/4/21,14,1,other,urgent
2022/4/21,14,1,pregnant,urgent
2022/4/21,15,1,other,critical
2022/4/21,15,1,serious,critical
2022/4/21,15,1,other,acute
2022/4/21,15,1,disease,acute
2022/4/21,15,1,other,urgent
2022/4/21,15,2,goods,urgent
2022/4/21,16,3,serious,critical
2022/4/21,16,1,goods,acute
2022/4/21,16,2,disease,acute
2022/4/21,17,1,disease,critical
2022/4/21,17,5,serious,critical
2022/4/21,17,6,disease,acute
2022/4/21,17,1,other,urgent
2022/4/21,18,3,other,critical
2022/4/21,18,1,disease,critical
2022/4/21,18,6,serious,critical
2022/4/21,18,9,disease,acute
2022/4/21,18,1,other,urgent
2022/4/21,19,2,other,critical
2022/4/21,19,3,serious,critical
2022/4/21,19,1,other,acute
2022/4/21,19,6,disease,acute
2022/4/21,19,2,goods,urgent
2022/4/21,20,2,other,critical
2022/4/21,20,1,goods,critical
2022/4/21,20,1,serious,critical
2022/4/21,20,1,other,acute
2022/4/21,20,3,disease,acute
2022/4/21,20,1,other,urgent
2022/4/21,20,1,goods,urgent
2022/4/21,21,1,disease,critical
2022/4/21,21,5,serious,critical
2022/4/21,21,1,disease,acute
2022/4/21,21,1,goods,urgent
2022/4/21,22,1,goods,acute
2022/4/21,22,7,disease,acute
2022/4/21,22,2,other,urgent
2022/4/21,23,1,serious,critical
2022/4/21,23,2,goods,acute
2022/4/21,23,3,disease,acute
2022/4/22,24,1,goods,critical
2022/4/22,24,1,disease,acute
2022/4/22,1,2,serious,critical
2022/4/22,2,1,serious,critical
2022/4/22,2,1,other,urgent
2022/4/22,3,1,goods,acute
2022/4/22,3,1,other,urgent
2022/4/22,4,1,goods,critical
2022/4/22,4,1,other,urgent
2022/4/22,5,2,serious,critical
2022/4/22,5,2,disease,acute
2022/4/22,6,1,serious,critical
2022/4/22,6,1,disease,acute
2022/4/22,6,1,other,urgent
2022/4/22,7,1,other,critical
2022/4/22,7,1,goods,critical
2022/4/22,7,1,disease,acute
2022/4/22,8,2,serious,critical
2022/4/22,8,1,disease,acute
2022/4/22,9,2,other,critical
2022/4/22,9,3,goods,critical
2022/4/22,9,1,disease,critical
2022/4/22,9,4,serious,critical
2022/4/22,9,1,other,acute
2022/4/22,9,1,pregnant,acute
2022/4/22,9,3,disease,acute
2022/4/22,9,2,other,urgent
2022/4/22,10,1,goods,critical
2022/4/22,10,2,disease,critical
2022/4/22,10,2,serious,critical
2022/4/22,10,3,other,acute
2022/4/22,10,3,disease,acute
2022/4/22,11,1,disease,critical
2022/4/22,11,1,serious,critical
2022/4/22,11,4,disease,acute
2022/4/22,11,1,other,urgent
2022/4/22,11,2,goods,urgent
2022/4/22,12,1,disease,critical
2022/4/22,12,2,serious,critical
2022/4/22,12,7,disease,acute
2022/4/22,12,1,other,urgent
2022/4/22,13,2,goods,critical
2022/4/22,13,3,disease,critical
2022/4/22,13,3,serious,critical
2022/4/22,13,2,goods,acute
2022/4/22,13,3,disease,acute
2022/4/22,13,1,serious,acute
2022/4/22,13,2,other,urgent
2022/4/22,13,2,goods,urgent
2022/4/22,14,1,goods,critical
2022/4/22,14,2,disease,critical
2022/4/22,14,3,serious,critical
2022/4/22,14,1,other,acute
2022/4/22,14,1,goods,acute
2022/4/22,14,2,disease,acute
2022/4/22,14,1,other,urgent
2022/4/22,14,1,goods,urgent
2022/4/22,15,4,other,critical
2022/4/22,15,2,goods,critical
2022/4/22,15,1,disease,critical
2022/4/22,15,3,serious,critical
2022/4/22,15,1,goods,acute
2022/4/22,15,3,disease,acute
2022/4/22,15,3,goods,urgent
2022/4/22,16,1,other,critical
2022/4/22,16,3,disease,critical
2022/4/22,16,1,other,acute
2022/4/22,16,1,goods,acute
2022/4/22,16,8,disease,acute
2022/4/22,16,4,other,urgent
2022/4/22,16,2,goods,urgent
2022/4/22,17,1,other,critical
2022/4/22,17,1,goods,critical
2022/4/22,17,3,disease,critical
2022/4/22,17,1,other,acute
2022/4/22,17,5,disease,acute
2022/4/22,18,5,serious,critical
2022/4/22,18,3,disease,acute
2022/4/22,19,1,other,critical
2022/4/22,19,2,serious,critical
2022/4/22,19,1,other,acute
2022/4/22,19,1,disease,acute
2022/4/22,19,2,other,urgent
2022/4/22,20,1,other,critical
2022/4/22,20,1,disease,critical
2022/4/22,20,2,serious,critical
2022/4/22,20,1,other,acute
2022/4/22,20,5,disease,acute
2022/4/22,20,2,other,urgent
2022/4/22,21,2,other,critical
2022/4/22,21,2,goods,critical
2022/4/22,21,1,serious,critical
2022/4/22,21,2,disease,acute
2022/4/22,21,2,other,urgent
2022/4/22,22,1,disease,critical
2022/4/22,22,2,serious,critical
2022/4/22,22,1,disease,acute
2022/4/22,22,2,goods,urgent
2022/4/22,23,1,goods,critical
2022/4/22,23,1,disease,critical
2022/4/22,23,1,serious,critical
2022/4/22,23,4,disease,acute
2022/4/22,23,2,other,urgent
2022/4/23,24,2,serious,critical
2022/4/23,24,1,disease,acute
2022/4/23,24,1,serious,acute
2022/4/23,24,1,disease,urgent
2022/4/23,1,1,serious,critical
2022/4/23,1,2,goods,urgent
2022/4/23,2,2,disease,acute
2022/4/23,3,2,other,critical
2022/4/23,3,2,disease,acute
2022/4/23,4,2,disease,acute
2022/4/23,5,1,disease,critical
2022/4/23,5,1,goods,urgent
2022/4/23,6,1,goods,critical
2022/4/23,6,2,serious,critical
2022/4/23,6,1,goods,urgent
2022/4/23,7,1,other,critical
2022/4/23,7,1,serious,critical
2022/4/23,7,4,disease,acute
2022/4/23,8,1,serious,critical
2022/4/23,8,4,disease,acute
2022/4/23,9,1,other,critical
2022/4/23,9,1,serious,critical
2022/4/23,9,5,disease,acute
2022/4/23,9,1,other,urgent
2022/4/23,9,1,disease,urgent
2022/4/23,10,2,other,critical
2022/4/23,10,1,goods,critical
2022/4/23,10,1,disease,critical
2022/4/23,10,3,serious,critical
2022/4/23,10,7,disease,acute
2022/4/23,10,1,other,urgent
2022/4/23,11,1,other,critical
2022/4/23,11,3,serious,critical
2022/4/23,11,5,disease,acute
2022/4/23,11,1,other,urgent
2022/4/23,12,2,goods,critical
2022/4/23,12,4,serious,critical
2022/4/23,12,1,other,acute
2022/4/23,12,1,goods,acute
2022/4/23,12,5,disease,acute
2022/4/23,13,3,other,critical
2022/4/23,13,3,serious,critical
2022/4/23,13,1,other,acute
2022/4/23,13,1,goods,acute
2022/4/23,13,7,disease,acute
2022/4/23,13,2,goods,urgent
2022/4/23,14,1,goods,critical
2022/4/23,14,1,disease,critical
2022/4/23,14,5,serious,critical
2022/4/23,14,5,disease,acute
2022/4/23,14,2,serious,acute
2022/4/23,14,2,other,urgent
2022/4/23,15,1,other,critical
2022/4/23,15,1,goods,critical
2022/4/23,15,2,serious,critical
2022/4/23,15,4,disease,acute
2022/4/23,15,2,other,urgent
2022/4/23,16,1,other,critical
2022/4/23,16,1,disease,critical
2022/4/23,16,1,serious,critical
2022/4/23,16,3,disease,acute
2022/4/23,17,1,goods,critical
2022/4/23,17,4,serious,critical
2022/4/23,17,1,other,acute
2022/4/23,17,1,disease,acute
2022/4/23,18,4,disease,acute
2022/4/23,18,1,other,urgent
2022/4/23,19,2,other,critical
2022/4/23,19,1,goods,critical
2022/4/23,19,3,serious,critical
2022/4/23,19,1,other,acute
2022/4/23,19,2,disease,acute
2022/4/23,19,1,other,urgent
2022/4/23,20,1,disease,critical
2022/4/23,20,2,serious,critical
2022/4/23,20,3,disease,acute
2022/4/23,21,2,serious,critical
2022/4/23,21,3,disease,acute
2022/4/23,21,3,goods,urgent
2022/4/23,22,1,other,critical
2022/4/23,22,1,serious,critical
2022/4/23,22,1,disease,acute
2022/4/23,22,3,other,urgent
2022/4/23,23,1,serious,critical
2022/4/23,23,5,disease,acute
2022/4/23,23,2,disease,urgent
2022/4/24,24,1,goods,critical
2022/4/24,24,1,disease,acute
2022/4/24,1,1,disease,acute
2022/4/24,1,2,other,urgent
2022/4/24,1,1,goods,urgent
2022/4/24,1,1,disease,urgent
2022/4/24,2,1,disease,critical
2022/4/24,2,1,serious,critical
2022/4/24,2,1,disease,acute
2022/4/24,3,1,serious,critical
2022/4/24,3,1,serious,acute
2022/4/24,4,1,disease,acute
2022/4/24,5,1,disease,acute
2022/4/24,6,1,serious,critical
2022/4/24,6,3,disease,acute
2022/4/24,6,1,disease,urgent
2022/4/24,7,1,serious,critical
2022/4/24,7,1,disease,acute
2022/4/24,8,3,disease,acute
2022/4/24,8,2,other,urgent
2022/4/24,9,1,serious,critical
2022/4/24,9,3,disease,acute
2022/4/24,9,2,other,urgent
2022/4/24,10,3,disease,acute
2022/4/24,10,1,other,urgent
2022/4/24,11,1,serious,critical
2022/4/24,11,3,disease,acute
2022/4/24,11,1,serious,acute
2022/4/24,11,2,other,urgent
2022/4/24,11,1,pregnant,urgent
2022/4/24,12,1,other,critical
2022/4/24,12,3,serious,critical
2022/4/24,12,3,disease,acute
2022/4/24,12,2,goods,urgent
2022/4/24,12,1,disease,urgent
2022/4/24,13,1,other,critical
2022/4/24,13,1,goods,critical
2022/4/24,13,2,serious,critical
2022/4/24,13,1,other,acute
2022/4/24,13,1,goods,acute
2022/4/24,13,3,disease,acute
2022/4/24,13,1,other,urgent
2022/4/24,14,2,serious,critical
2022/4/24,14,1,other,acute
2022/4/24,14,1,goods,acute
2022/4/24,14,5,disease,acute
2022/4/24,15,1,other,critical
2022/4/24,15,1,disease,acute
2022/4/24,15,2,other,urgent
2022/4/24,15,1,goods,urgent
2022/4/24,16,2,serious,critical
2022/4/24,16,4,disease,acute
2022/4/24,16,2,other,urgent
2022/4/24,16,1,goods,urgent
2022/4/24,17,1,other,critical
2022/4/24,17,2,serious,critical
2022/4/24,17,2,disease,acute
2022/4/24,17,1,serious,acute
2022/4/24,17,1,goods,urgent
2022/4/24,18,1,goods,critical
2022/4/24,18,1,disease,critical
2022/4/24,18,1,serious,critical
2022/4/24,18,5,disease,acute
2022/4/24,19,1,other,critical
2022/4/24,19,1,pregnant,acute
2022/4/24,19,5,disease,acute
2022/4/24,19,1,goods,urgent
2022/4/24,20,2,other,critical
2022/4/24,20,1,serious,critical
2022/4/24,20,1,disease,acute
2022/4/24,20,1,other,urgent
2022/4/24,21,1,disease,critical
2022/4/24,21,2,serious,critical
2022/4/24,21,1,disease,acute
2022/4/24,22,1,goods,critical
2022/4/24,22,1,serious,critical
2022/4/24,22,1,goods,acute
2022/4/24,22,2,disease,acute
2022/4/24,23,1,other,critical
2022/4/24,23,1,goods,critical
2022/4/24,23,2,disease,acute
2022/4/24,23,2,other,urgent
2022/4/25,24,1,serious,critical
2022/4/25,24,2,disease,acute
2022/4/25,1,2,disease,acute
2022/4/25,2,1,goods,critical
2022/4/25,2,1,disease,acute
2022/4/25,2,1,disease,urgent
2022/4/25,6,1,serious,critical
2022/4/25,6,1,serious,acute
2022/4/25,6,3,goods,urgent
2022/4/25,7,1,disease,acute
2022/4/25,8,1,other,critical
2022/4/25,8,1,disease,critical
2022/4/25,8,3,serious,critical
2022/4/25,8,1,other,acute
2022/4/25,8,2,disease,acute
2022/4/25,8,2,other,urgent
2022/4/25,8,1,goods,urgent
2022/4/25,8,1,disease,urgent
2022/4/25,9,1,disease,critical
2022/4/25,9,2,serious,critical
2022/4/25,9,1,disease,acute
2022/4/25,9,2,goods,urgent
2022/4/25,10,1,other,critical
2022/4/25,10,2,disease,critical
2022/4/25,10,3,serious,critical
2022/4/25,10,1,other,acute
2022/4/25,10,2,disease,acute
2022/4/25,10,2,other,urgent
2022/4/25,11,1,disease,critical
2022/4/25,11,2,serious,critical
2022/4/25,11,1,goods,acute
2022/4/25,11,5,disease,acute
2022/4/25,11,1,other,urgent
2022/4/25,11,2,goods,urgent
2022/4/25,12,1,other,critical
2022/4/25,12,2,goods,critical
2022/4/25,12,3,serious,critical
2022/4/25,12,3,disease,acute
2022/4/25,12,1,other,urgent
2022/4/25,12,1,disease,urgent
2022/4/25,13,2,other,critical
2022/4/25,13,2,goods,critical
2022/4/25,13,2,disease,critical
2022/4/25,13,1,serious,critical
2022/4/25,13,3,disease,acute
2022/4/25,13,2,other,urgent
2022/4/25,13,1,goods,urgent
2022/4/25,13,2,disease,urgent
2022/4/25,14,1,other,critical
2022/4/25,14,1,disease,critical
2022/4/25,14,1,other,acute
2022/4/25,14,2,pregnant,acute
2022/4/25,14,2,goods,acute
2022/4/25,14,2,disease,acute
2022/4/25,14,3,other,urgent
2022/4/25,14,1,goods,urgent
2022/4/25,15,3,other,critical
2022/4/25,15,1,serious,critical
2022/4/25,15,1,other,acute
2022/4/25,15,1,disease,acute
2022/4/25,15,2,other,urgent
2022/4/25,16,1,serious,critical
2022/4/25,16,2,disease,acute
2022/4/25,17,1,other,critical
2022/4/25,17,1,goods,critical
2022/4/25,17,1,serious,critical
2022/4/25,17,2,disease,acute
2022/4/25,17,1,other,urgent
2022/4/25,17,2,goods,urgent
2022/4/25,17,1,disease,urgent
2022/4/25,18,2,serious,critical
2022/4/25,18,1,other,acute
2022/4/25,18,3,disease,acute
2022/4/25,18,1,other,urgent
2022/4/25,19,1,serious,critical
2022/4/25,19,3,disease,acute
2022/4/25,19,6,other,urgent
2022/4/25,19,2,goods,urgent
2022/4/25,20,1,other,critical
2022/4/25,20,1,serious,critical
2022/4/25,20,5,disease,acute
2022/4/25,20,3,other,urgent
2022/4/25,20,2,goods,urgent
2022/4/25,21,2,other,critical
2022/4/25,21,1,disease,critical
2022/4/25,21,2,serious,critical
2022/4/25,21,1,goods,acute
2022/4/25,21,4,disease,acute
2022/4/25,21,1,other,urgent
2022/4/25,21,3,goods,urgent
2022/4/25,22,1,serious,critical
2022/4/25,22,2,disease,acute
2022/4/25,23,1,serious,critical
2022/4/25,23,2,disease,acute
2022/4/25,23,1,other,urgent
2022/4/26,24,3,serious,critical
2022/4/26,24,1,disease,acute
2022/4/26,1,1,goods,critical
2022/4/26,1,1,disease,acute
2022/4/26,2,1,disease,acute
2022/4/26,2,1,other,urgent
2022/4/26,5,1,serious,acute
2022/4/26,7,1,serious,critical
2022/4/26,8,2,serious,critical
2022/4/26,8,1,disease,acute
2022/4/26,9,1,other,critical
2022/4/26,9,2,goods,critical
2022/4/26,9,1,disease,critical
2022/4/26,9,5,disease,acute
2022/4/26,10,1,goods,critical
2022/4/26,10,1,disease,critical
2022/4/26,10,1,disease,acute
2022/4/26,11,3,other,critical
2022/4/26,11,2,serious,critical
2022/4/26,11,2,disease,acute
2022/4/26,11,1,goods,urgent
2022/4/26,12,4,serious,critical
2022/4/26,12,2,goods,acute
2022/4/26,12,2,disease,acute
2022/4/26,12,1,serious,acute
2022/4/26,12,1,goods,urgent
2022/4/26,13,1,other,critical
2022/4/26,13,1,disease,critical
2022/4/26,13,4,disease,acute
2022/4/26,13,1,goods,urgent
2022/4/26,14,1,goods,critical
2022/4/26,14,1,other,urgent
2022/4/26,15,1,pregnant,acute
2022/4/26,15,2,disease,acute
2022/4/26,15,1,other,urgent
2022/4/26,16,1,other,critical
2022/4/26,16,1,serious,critical
2022/4/26,16,1,other,acute
2022/4/26,16,3,disease,acute
2022/4/26,16,1,other,urgent
2022/4/26,16,1,goods,urgent
2022/4/26,17,1,goods,critical
2022/4/26,17,1,pregnant,acute
2022/4/26,17,1,goods,acute
2022/4/26,17,2,disease,acute
2022/4/26,17,2,goods,urgent
2022/4/26,18,1,other,critical
2022/4/26,18,1,goods,critical
2022/4/26,18,1,serious,critical
2022/4/26,18,1,other,urgent
2022/4/26,19,1,disease,critical
2022/4/26,19,3,serious,critical
2022/4/26,19,2,disease,acute
2022/4/26,19,1,goods,urgent
2022/4/26,20,2,goods,critical
2022/4/26,20,1,disease,critical
2022/4/26,20,4,serious,critical
2022/4/26,20,1,other,acute
2022/4/26,20,2,goods,urgent
2022/4/26,21,1,serious,critical
